ParticipantID,Age,Gender,Major,Proficiency,Stage,Strand,Score,WritingScore,StageNum,StageCentered
P038,22,F,Translation Studies,Upper-Intermediate,Draft,Strategic,3.07,18.09,1,0
P038,22,F,Translation Studies,Upper-Intermediate,Draft,Critical,3.12,18.09,1,0
P038,22,F,Translation Studies,Upper-Intermediate,Edit,Linguistic,4.23,18.09,2,1
P038,22,F,Translation Studies,Upper-Intermediate,Edit,Strategic,3.46,18.09,2,1
P038,22,F,Translation Studies,Upper-Intermediate,Edit,Critical,4.26,18.09,2,1
P039,28,F,TEFL,Upper-Intermediate,Pre,Linguistic,4.19,17.51,0,-1
P039,28,F,TEFL,Upper-Intermediate,Pre,Strategic,3.9,17.51,0,-1
P039,28,F,TEFL,Upper-Intermediate,Pre,Critical,4.15,17.51,0,-1
P039,28,F,TEFL,Upper-Intermediate,Draft,Linguistic,4.6,17.51,1,0
P039,28,F,TEFL,Upper-Intermediate,Draft,Strategic,3.59,17.51,1,0
P039,28,F,TEFL,Upper-Intermediate,Draft,Critical,4.69,17.51,1,0
P039,28,F,TEFL,Upper-Intermediate,Edit,Linguistic,4.1,17.51,2,1
P039,28,F,TEFL,Upper-Intermediate,Edit,Strategic,4.95,17.51,2,1
P039,28,F,TEFL,Upper-Intermediate,Edit,Critical,3.18,17.51,2,1
P040,28,M,TEFL,Upper-Intermediate,Pre,Linguistic,2.36,20.0,0,-1
P040,28,M,TEFL,Upper-Intermediate,Pre,Strategic,2.41,20.0,0,-1
P040,28,M,TEFL,Upper-Intermediate,Pre,Critical,2.59,20.0,0,-1
P040,28,M,TEFL,Upper-Intermediate,Draft,Linguistic,1.98,20.0,1,0
P040,28,M,TEFL,Upper-Intermediate,Draft,Strategic,2.84,20.0,1,0
P040,28,M,TEFL,Upper-Intermediate,Draft,Critical,2.82,20.0,1,0
P040,28,M,TEFL,Upper-Intermediate,Edit,Linguistic,2.68,20.0,2,1
P040,28,M,TEFL,Upper-Intermediate,Edit,Strategic,2.77,20.0,2,1
P040,28,M,TEFL,Upper-Intermediate,Edit,Critical,2.64,20.0,2,1
P041,23,M,TEFL,Advanced,Pre,Linguistic,2.83,17.38,0,-1
P041,23,M,TEFL,Advanced,Pre,Strategic,3.0,17.38,0,-1
P041,23,M,TEFL,Advanced,Pre,Critical,3.41,17.38,0,-1
P041,23,M,TEFL,Advanced,Draft,Linguistic,3.61,17.38,1,0
P041,23,M,TEFL,Advanced,Draft,Strategic,3.47,17.38,1,0
P041,23,M,TEFL,Advanced,Draft,Critical,3.06,17.38,1,0
P041,23,M,TEFL,Advanced,Edit,Linguistic,3.9,17.38,2,1
P041,23,M,TEFL,Advanced,Edit,Strategic,3.82,17.38,2,1
P041,23,M,TEFL,Advanced,Edit,Critical,3.37,17.38,2,1
P042,23,M,Translation Studies,Intermediate,Pre,Linguistic,3.96,16.14,0,-1
P042,23,M,Translation Studies,Intermediate,Pre,Strategic,3.38,16.14,0,-1
P042,23,M,Translation Studies,Intermediate,Pre,Critical,3.92,16.14,0,-1
P042,23,M,Translation Studies,Intermediate,Draft,Linguistic,3.1,16.14,1,0
P042,23,M,Translation Studies,Intermediate,Draft,Strategic,4.5,16.14,1,0
P042,23,M,Translation Studies,Intermediate,Draft,Critical,4.45,16.14,1,0
P042,23,M,Translation Studies,Intermediate,Edit,Linguistic,3.7,16.14,2,1
P042,23,M,Translation Studies,Intermediate,Edit,Strategic,4.01,16.14,2,1
P042,23,M,Translation Studies,Intermediate,Edit,Critical,2.62,16.14,2,1
P043,24,F,TEFL,Upper-Intermediate,Pre,Linguistic,2.74,17.29,0,-1
P043,24,F,TEFL,Upper-Intermediate,Pre,Strategic,2.91,17.29,0,-1
P043,24,F,TEFL,Upper-Intermediate,Pre,Critical,3.44,17.29,0,-1
P043,24,F,TEFL,Upper-Intermediate,Draft,Linguistic,4.13,17.29,1,0
P043,24,F,TEFL,Upper-Intermediate,Draft,Strategic,2.71,17.29,1,0
P043,24,F,TEFL,Upper-Intermediate,Draft,Critical,3.45,17.29,1,0
P043,24,F,TEFL,Upper-Intermediate,Edit,Linguistic,4.23,17.29,2,1
P043,24,F,TEFL,Upper-Intermediate,Edit,Strategic,2.5,17.29,2,1
P043,24,F,TEFL,Upper-Intermediate,Edit,Critical,2.68,17.29,2,1
P044,28,F,TEFL,Advanced,Pre,Linguistic,3.45,19.19,0,-1
P044,28,F,TEFL,Advanced,Pre,Strategic,2.9,19.19,0,-1
P044,28,F,TEFL,Advanced,Pre,Critical,3.82,19.19,0,-1
P044,28,F,TEFL,Advanced,Draft,Linguistic,2.87,19.19,1,0
P044,28,F,TEFL,Advanced,Draft,Strategic,2.87,19.19,1,0
P044,28,F,TEFL,Advanced,Draft,Critical,3.46,19.19,1,0
P044,28,F,TEFL,Advanced,Edit,Linguistic,3.57,19.19,2,1
P044,28,F,TEFL,Advanced,Edit,Strategic,3.41,19.19,2,1
P044,28,F,TEFL,Advanced,Edit,Critical,2.34,19.19,2,1
P045,29,M,TEFL,Upper-Intermediate,Pre,Linguistic,2.48,16.62,0,-1
P045,29,M,TEFL,Upper-Intermediate,Pre,Strategic,2.24,16.62,0,-1
P045,29,M,TEFL,Upper-Intermediate,Pre,Critical,3.24,16.62,0,-1
P045,29,M,TEFL,Upper-Intermediate,Draft,Linguistic,3.0,16.62,1,0
P045,29,M,TEFL,Upper-Intermediate,Draft,Strategic,2.57,16.62,1,0
P045,29,M,TEFL,Upper-Intermediate,Draft,Critical,3.61,16.62,1,0
P045,29,M,TEFL,Upper-Intermediate,Edit,Linguistic,2.66,16.62,2,1
P045,29,M,TEFL,Upper-Intermediate,Edit,Strategic,2.9,16.62,2,1
P045,29,M,TEFL,Upper-Intermediate,Edit,Critical,3.01,16.62,2,1
P046,27,M,English Literature,Upper-Intermediate,Pre,Linguistic,3.26,16.42,0,-1
P046,27,M,English Literature,Upper-Intermediate,Pre,Strategic,2.58,16.42,0,-1
P046,27,M,English Literature,Upper-Intermediate,Pre,Critical,4.59,16.42,0,-1
P046,27,M,English Literature,Upper-Intermediate,Draft,Linguistic,5.0,16.42,1,0
P046,27,M,English Literature,Upper-Intermediate,Draft,Strategic,3.58,16.42,1,0
P046,27,M,English Literature,Upper-Intermediate,Draft,Critical,2.81,16.42,1,0
P046,27,M,English Literature,Upper-Intermediate,Edit,Linguistic,3.63,16.42,2,1
P046,27,M,English Literature,Upper-Intermediate,Edit,Strategic,3.64,16.42,2,1
P046,27,M,English Literature,Upper-Intermediate,Edit,Critical,3.69,16.42,2,1
P047,26,M,English Literature,Advanced,Pre,Linguistic,4.87,18.77,0,-1
P047,26,M,English Literature,Advanced,Pre,Strategic,3.93,18.77,0,-1
P047,26,M,English Literature,Advanced,Pre,Critical,3.68,18.77,0,-1
P047,26,M,English Literature,Advanced,Draft,Linguistic,3.78,18.77,1,0
P047,26,M,English Literature,Advanced,Draft,Strategic,4.16,18.77,1,0
P047,26,M,English Literature,Advanced,Draft,Critical,2.98,18.77,1,0
P047,26,M,English Literature,Advanced,Edit,Linguistic,3.93,18.77,2,1
P047,26,M,English Literature,Advanced,Edit,Strategic,3.65,18.77,2,1
P047,26,M,English Literature,Advanced,Edit,Critical,4.77,18.77,2,1
P048,19,F,Translation Studies,Intermediate,Pre,Linguistic,4.07,15.87,0,-1
P048,19,F,Translation Studies,Intermediate,Pre,Strategic,4.59,15.87,0,-1
P048,19,F,Translation Studies,Intermediate,Pre,Critical,5.0,15.87,0,-1
P048,19,F,Translation Studies,Intermediate,Draft,Linguistic,4.34,15.87,1,0
P048,19,F,Translation Studies,Intermediate,Draft,Strategic,3.65,15.87,1,0
P048,19,F,Translation Studies,Intermediate,Draft,Critical,4.49,15.87,1,0
P048,19,F,Translation Studies,Intermediate,Edit,Linguistic,4.05,15.87,2,1
P048,19,F,Translation Studies,Intermediate,Edit,Strategic,4.33,15.87,2,1
P048,19,F,Translation Studies,Intermediate,Edit,Critical,4.46,15.87,2,1
P049,28,F,TEFL,Upper-Intermediate,Pre,Linguistic,2.92,17.73,0,-1
P049,28,F,TEFL,Upper-Intermediate,Pre,Strategic,2.67,17.73,0,-1
P049,28,F,TEFL,Upper-Intermediate,Pre,Critical,2.17,17.73,0,-1
P049,28,F,TEFL,Upper-Intermediate,Draft,Linguistic,1.87,17.73,1,0
P049,28,F,TEFL,Upper-Intermediate,Draft,Strategic,2.95,17.73,1,0
P049,28,F,TEFL,Upper-Intermediate,Draft,Critical,2.71,17.73,1,0
P049,28,F,TEFL,Upper-Intermediate,Edit,Linguistic,3.72,17.73,2,1
P049,28,F,TEFL,Upper-Intermediate,Edit,Strategic,2.74,17.73,2,1
P049,28,F,TEFL,Upper-Intermediate,Edit,Critical,2.72,17.73,2,1
P050,28,M,English Literature,Upper-Intermediate,Pre,Linguistic,3.77,14.66,0,-1
P050,28,M,English Literature,Upper-Intermediate,Pre,Strategic,3.75,14.66,0,-1
P050,28,M,English Literature,Upper-Intermediate,Pre,Critical,4.39,14.66,0,-1
P050,28,M,English Literature,Upper-Intermediate,Draft,Linguistic,4.74,14.66,1,0
P050,28,M,English Literature,Upper-Intermediate,Draft,Strategic,3.76,14.66,1,0
P050,28,M,English Literature,Upper-Intermediate,Draft,Critical,3.78,14.66,1,0
P050,28,M,English Literature,Upper-Intermediate,Edit,Linguistic,4.15,14.66,2,1
P050,28,M,English Literature,Upper-Intermediate,Edit,Strategic,3.87,14.66,2,1
P050,28,M,English Literature,Upper-Intermediate,Edit,Critical,4.47,14.66,2,1
P051,22,F,Translation Studies,Intermediate,Pre,Linguistic,2.55,18.98,0,-1
P051,22,F,Translation Studies,Intermediate,Pre,Strategic,2.9,18.98,0,-1
P051,22,F,Translation Studies,Intermediate,Pre,Critical,3.56,18.98,0,-1
P051,22,F,Translation Studies,Intermediate,Draft,Linguistic,2.88,18.98,1,0
P051,22,F,Translation Studies,Intermediate,Draft,Strategic,2.49,18.98,1,0
P051,22,F,Translation Studies,Intermediate,Draft,Critical,2.98,18.98,1,0
P051,22,F,Translation Studies,Intermediate,Edit,Linguistic,3.53,18.98,2,1
P051,22,F,Translation Studies,Intermediate,Edit,Strategic,2.52,18.98,2,1
P051,22,F,Translation Studies,Intermediate,Edit,Critical,2.55,18.98,2,1
P052,21,F,English Literature,Intermediate,Pre,Linguistic,2.85,20.0,0,-1
P052,21,F,English Literature,Intermediate,Pre,Strategic,3.36,20.0,0,-1
P052,21,F,English Literature,Intermediate,Pre,Critical,3.26,20.0,0,-1
P052,21,F,English Literature,Intermediate,Draft,Linguistic,2.76,20.0,1,0
P052,21,F,English Literature,Intermediate,Draft,Strategic,2.59,20.0,1,0
P052,21,F,English Literature,Intermediate,Draft,Critical,3.71,20.0,1,0
P052,21,F,English Literature,Intermediate,Edit,Linguistic,3.19,20.0,2,1
P052,21,F,English Literature,Intermediate,Edit,Strategic,2.86,20.0,2,1
P052,21,F,English Literature,Intermediate,Edit,Critical,3.32,20.0,2,1
P053,29,M,English Literature,Intermediate,Pre,Linguistic,2.27,17.56,0,-1
P053,29,M,English Literature,Intermediate,Pre,Strategic,2.52,17.56,0,-1
P053,29,M,English Literature,Intermediate,Pre,Critical,1.56,17.56,0,-1
P053,29,M,English Literature,Intermediate,Draft,Linguistic,1.57,17.56,1,0
P053,29,M,English Literature,Intermediate,Draft,Strategic,2.36,17.56,1,0
P053,29,M,English Literature,Intermediate,Draft,Critical,2.16,17.56,1,0
P053,29,M,English Literature,Intermediate,Edit,Linguistic,2.41,17.56,2,1
P053,29,M,English Literature,Intermediate,Edit,Strategic,2.04,17.56,2,1
P053,29,M,English Literature,Intermediate,Edit,Critical,2.27,17.56,2,1
P054,27,F,Translation Studies,Upper-Intermediate,Pre,Linguistic,4.47,17.5,0,-1
P054,27,F,Translation Studies,Upper-Intermediate,Pre,Strategic,4.56,17.5,0,-1
P054,27,F,Translation Studies,Upper-Intermediate,Pre,Critical,3.46,17.5,0,-1
P054,27,F,Translation Studies,Upper-Intermediate,Draft,Linguistic,3.04,17.5,1,0
P054,27,F,Translation Studies,Upper-Intermediate,Draft,Strategic,4.02,17.5,1,0
P054,27,F,Translation Studies,Upper-Intermediate,Draft,Critical,4.43,17.5,1,0
P054,27,F,Translation Studies,Upper-Intermediate,Edit,Linguistic,4.87,17.5,2,1
P054,27,F,Translation Studies,Upper-Intermediate,Edit,Strategic,4.22,17.5,2,1
P054,27,F,Translation Studies,Upper-Intermediate,Edit,Critical,3.78,17.5,2,1
P055,21,F,TEFL,Upper-Intermediate,Pre,Linguistic,4.4,20.0,0,-1
P055,21,F,TEFL,Upper-Intermediate,Pre,Strategic,4.07,20.0,0,-1
P055,21,F,TEFL,Upper-Intermediate,Pre,Critical,3.05,20.0,0,-1
P055,21,F,TEFL,Upper-Intermediate,Draft,Linguistic,3.93,20.0,1,0
P055,21,F,TEFL,Upper-Intermediate,Draft,Strategic,3.83,20.0,1,0
P055,21,F,TEFL,Upper-Intermediate,Draft,Critical,3.73,20.0,1,0
P055,21,F,TEFL,Upper-Intermediate,Edit,Linguistic,4.13,20.0,2,1
P055,21,F,TEFL,Upper-Intermediate,Edit,Strategic,3.82,20.0,2,1
P055,21,F,TEFL,Upper-Intermediate,Edit,Critical,3.88,20.0,2,1
P056,27,F,English Literature,Intermediate,Pre,Linguistic,3.06,19.35,0,-1
P056,27,F,English Literature,Intermediate,Pre,Strategic,4.55,19.35,0,-1
P056,27,F,English Literature,Intermediate,Pre,Critical,4.57,19.35,0,-1
P056,27,F,English Literature,Intermediate,Draft,Linguistic,4.38,19.35,1,0
P056,27,F,English Literature,Intermediate,Draft,Strategic,3.83,19.35,1,0
P056,27,F,English Literature,Intermediate,Draft,Critical,4.38,19.35,1,0
P056,27,F,English Literature,Intermediate,Edit,Linguistic,3.71,19.35,2,1
P056,27,F,English Literature,Intermediate,Edit,Strategic,3.81,19.35,2,1
P056,27,F,English Literature,Intermediate,Edit,Critical,3.16,19.35,2,1
P057,20,F,TEFL,Intermediate,Pre,Linguistic,4.44,15.71,0,-1
P057,20,F,TEFL,Intermediate,Pre,Strategic,3.98,15.71,0,-1
P057,20,F,TEFL,Intermediate,Pre,Critical,3.54,15.71,0,-1
P057,20,F,TEFL,Intermediate,Draft,Linguistic,3.66,15.71,1,0
P057,20,F,TEFL,Intermediate,Draft,Strategic,3.56,15.71,1,0
P057,20,F,TEFL,Intermediate,Draft,Critical,3.43,15.71,1,0
P057,20,F,TEFL,Intermediate,Edit,Linguistic,3.0,15.71,2,1
P057,20,F,TEFL,Intermediate,Edit,Strategic,3.46,15.71,2,1
P057,20,F,TEFL,Intermediate,Edit,Critical,3.16,15.71,2,1
P058,22,M,English Literature,Intermediate,Pre,Linguistic,4.3,20.0,0,-1
P058,22,M,English Literature,Intermediate,Pre,Strategic,4.34,20.0,0,-1
P058,22,M,English Literature,Intermediate,Pre,Critical,4.32,20.0,0,-1
P058,22,M,English Literature,Intermediate,Draft,Linguistic,3.83,20.0,1,0
P058,22,M,English Literature,Intermediate,Draft,Strategic,3.38,20.0,1,0
P058,22,M,English Literature,Intermediate,Draft,Critical,3.26,20.0,1,0
P058,22,M,English Literature,Intermediate,Edit,Linguistic,3.98,20.0,2,1
P058,22,M,English Literature,Intermediate,Edit,Strategic,4.0,20.0,2,1
P058,22,M,English Literature,Intermediate,Edit,Critical,4.45,20.0,2,1
P059,26,F,TEFL,Upper-Intermediate,Pre,Linguistic,3.32,16.16,0,-1
P059,26,F,TEFL,Upper-Intermediate,Pre,Strategic,3.13,16.16,0,-1
P059,26,F,TEFL,Upper-Intermediate,Pre,Critical,3.55,16.16,0,-1
P059,26,F,TEFL,Upper-Intermediate,Draft,Linguistic,3.17,16.16,1,0
P059,26,F,TEFL,Upper-Intermediate,Draft,Strategic,3.11,16.16,1,0
P059,26,F,TEFL,Upper-Intermediate,Draft,Critical,3.58,16.16,1,0
P059,26,F,TEFL,Upper-Intermediate,Edit,Linguistic,3.22,16.16,2,1
P059,26,F,TEFL,Upper-Intermediate,Edit,Strategic,3.54,16.16,2,1
P059,26,F,TEFL,Upper-Intermediate,Edit,Critical,3.56,16.16,2,1
P060,26,M,Translation Studies,Advanced,Pre,Linguistic,2.63,20.0,0,-1
P060,26,M,Translation Studies,Advanced,Pre,Strategic,2.15,20.0,0,-1
P060,26,M,Translation Studies,Advanced,Pre,Critical,2.28,20.0,0,-1
P060,26,M,Translation Studies,Advanced,Draft,Linguistic,3.23,20.0,1,0
P060,26,M,Translation Studies,Advanced,Draft,Strategic,3.23,20.0,1,0
P060,26,M,Translation Studies,Advanced,Draft,Critical,3.15,20.0,1,0
P060,26,M,Translation Studies,Advanced,Edit,Linguistic,3.82,20.0,2,1
P060,26,M,Translation Studies,Advanced,Edit,Strategic,1.87,20.0,2,1
P060,26,M,Translation Studies,Advanced,Edit,Critical,3.41,20.0,2,1
P061,27,M,TEFL,Upper-Intermediate,Pre,Linguistic,2.66,18.85,0,-1
P061,27,M,TEFL,Upper-Intermediate,Pre,Strategic,3.54,18.85,0,-1
P061,27,M,TEFL,Upper-Intermediate,Pre,Critical,3.74,18.85,0,-1
P061,27,M,TEFL,Upper-Intermediate,Draft,Linguistic,2.66,18.85,1,0
P061,27,M,TEFL,Upper-Intermediate,Draft,Strategic,3.78,18.85,1,0
P061,27,M,TEFL,Upper-Intermediate,Draft,Critical,2.84,18.85,1,0
P061,27,M,TEFL,Upper-Intermediate,Edit,Linguistic,3.7,18.85,2,1
P061,27,M,TEFL,Upper-Intermediate,Edit,Strategic,2.78,18.85,2,1
P061,27,M,TEFL,Upper-Intermediate,Edit,Critical,2.89,18.85,2,1
P062,25,F,English Literature,Upper-Intermediate,Pre,Linguistic,5.0,20.0,0,-1
P062,25,F,English Literature,Upper-Intermediate,Pre,Strategic,5.0,20.0,0,-1
P062,25,F,English Literature,Upper-Intermediate,Pre,Critical,5.0,20.0,0,-1
P062,25,F,English Literature,Upper-Intermediate,Draft,Linguistic,5.0,20.0,1,0
P062,25,F,English Literature,Upper-Intermediate,Draft,Strategic,5.0,20.0,1,0
P062,25,F,English Literature,Upper-Intermediate,Draft,Critical,5.0,20.0,1,0
P062,25,F,English Literature,Upper-Intermediate,Edit,Linguistic,5.0,20.0,2,1
P062,25,F,English Literature,Upper-Intermediate,Edit,Strategic,5.0,20.0,2,1
P062,25,F,English Literature,Upper-Intermediate,Edit,Critical,4.44,20.0,2,1
P063,21,M,Translation Studies,Advanced,Pre,Linguistic,2.56,18.04,0,-1
P063,21,M,Translation Studies,Advanced,Pre,Strategic,3.33,18.04,0,-1
P063,21,M,Translation Studies,Advanced,Pre,Critical,2.24,18.04,0,-1
P063,21,M,Translation Studies,Advanced,Draft,Linguistic,2.71,18.04,1,0
P063,21,M,Translation Studies,Advanced,Draft,Strategic,2.62,18.04,1,0
P063,21,M,Translation Studies,Advanced,Draft,Critical,2.89,18.04,1,0
P063,21,M,Translation Studies,Advanced,Edit,Linguistic,3.05,18.04,2,1
P063,21,M,Translation Studies,Advanced,Edit,Strategic,2.41,18.04,2,1
P063,21,M,Translation Studies,Advanced,Edit,Critical,3.27,18.04,2,1
P064,28,F,Translation Studies,Intermediate,Pre,Linguistic,2.31,16.58,0,-1
P064,28,F,Translation Studies,Intermediate,Pre,Strategic,2.35,16.58,0,-1
P064,28,F,Translation Studies,Intermediate,Pre,Critical,2.48,16.58,0,-1
P064,28,F,Translation Studies,Intermediate,Draft,Linguistic,2.84,16.58,1,0
P064,28,F,Translation Studies,Intermediate,Draft,Strategic,1.81,16.58,1,0
P064,28,F,Translation Studies,Intermediate,Draft,Critical,1.78,16.58,1,0
P064,28,F,Translation Studies,Intermediate,Edit,Linguistic,1.82,16.58,2,1
P064,28,F,Translation Studies,Intermediate,Edit,Strategic,2.51,16.58,2,1
P064,28,F,Translation Studies,Intermediate,Edit,Critical,2.99,16.58,2,1
P065,27,M,TEFL,Upper-Intermediate,Pre,Linguistic,1.79,17.1,0,-1
P065,27,M,TEFL,Upper-Intermediate,Pre,Strategic,2.02,17.1,0,-1
P065,27,M,TEFL,Upper-Intermediate,Pre,Critical,1.84,17.1,0,-1
P065,27,M,TEFL,Upper-Intermediate,Draft,Linguistic,2.52,17.1,1,0
P065,27,M,TEFL,Upper-Intermediate,Draft,Strategic,1.66,17.1,1,0
P065,27,M,TEFL,Upper-Intermediate,Draft,Critical,1.57,17.1,1,0
P065,27,M,TEFL,Upper-Intermediate,Edit,Linguistic,2.24,17.1,2,1
P065,27,M,TEFL,Upper-Intermediate,Edit,Strategic,1.23,17.1,2,1
P065,27,M,TEFL,Upper-Intermediate,Edit,Critical,2.19,17.1,2,1
P066,19,M,Translation Studies,Intermediate,Pre,Linguistic,3.3,20.0,0,-1
P066,19,M,Translation Studies,Intermediate,Pre,Strategic,2.77,20.0,0,-1
P066,19,M,Translation Studies,Intermediate,Pre,Critical,3.45,20.0,0,-1
P066,19,M,Translation Studies,Intermediate,Draft,Linguistic,2.87,20.0,1,0
P066,19,M,Translation Studies,Intermediate,Draft,Strategic,3.04,20.0,1,0
P066,19,M,Translation Studies,Intermediate,Draft,Critical,3.61,20.0,1,0
P066,19,M,Translation Studies,Intermediate,Edit,Linguistic,3.69,20.0,2,1
P066,19,M,Translation Studies,Intermediate,Edit,Strategic,3.1,20.0,2,1
P066,19,M,Translation Studies,Intermediate,Edit,Critical,3.91,20.0,2,1
P067,24,F,English Literature,Intermediate,Pre,Linguistic,4.2,19.51,0,-1
P067,24,F,English Literature,Intermediate,Pre,Strategic,3.93,19.51,0,-1
P067,24,F,English Literature,Intermediate,Pre,Critical,4.42,19.51,0,-1
P067,24,F,English Literature,Intermediate,Draft,Linguistic,4.08,19.51,1,0
P067,24,F,English Literature,Intermediate,Draft,Strategic,4.28,19.51,1,0
P067,24,F,English Literature,Intermediate,Draft,Critical,5.0,19.51,1,0
P067,24,F,English Literature,Intermediate,Edit,Linguistic,4.28,19.51,2,1
P067,24,F,English Literature,Intermediate,Edit,Strategic,4.57,19.51,2,1
P067,24,F,English Literature,Intermediate,Edit,Critical,4.25,19.51,2,1
P068,21,F,TEFL,Advanced,Pre,Linguistic,3.66,20.0,0,-1
P068,21,F,TEFL,Advanced,Pre,Strategic,3.8,20.0,0,-1
P068,21,F,TEFL,Advanced,Pre,Critical,2.93,20.0,0,-1
P068,21,F,TEFL,Advanced,Draft,Linguistic,3.46,20.0,1,0
P068,21,F,TEFL,Advanced,Draft,Strategic,3.97,20.0,1,0
P068,21,F,TEFL,Advanced,Draft,Critical,3.94,20.0,1,0
P068,21,F,TEFL,Advanced,Edit,Linguistic,3.61,20.0,2,1
P068,21,F,TEFL,Advanced,Edit,Strategic,3.95,20.0,2,1
P068,21,F,TEFL,Advanced,Edit,Critical,3.75,20.0,2,1
P069,24,F,English Literature,Advanced,Pre,Linguistic,3.87,20.0,0,-1
P069,24,F,English Literature,Advanced,Pre,Strategic,1.85,20.0,0,-1
P069,24,F,English Literature,Advanced,Pre,Critical,2.81,20.0,0,-1
P069,24,F,English Literature,Advanced,Draft,Linguistic,3.9,20.0,1,0
P069,24,F,English Literature,Advanced,Draft,Strategic,3.91,20.0,1,0
P069,24,F,English Literature,Advanced,Draft,Critical,3.09,20.0,1,0
P069,24,F,English Literature,Advanced,Edit,Linguistic,3.32,20.0,2,1
P069,24,F,English Literature,Advanced,Edit,Strategic,4.36,20.0,2,1
P069,24,F,English Literature,Advanced,Edit,Critical,3.43,20.0,2,1
P070,26,F,TEFL,Advanced,Pre,Linguistic,3.0,18.4,0,-1
P070,26,F,TEFL,Advanced,Pre,Strategic,3.44,18.4,0,-1
P070,26,F,TEFL,Advanced,Pre,Critical,3.48,18.4,0,-1
P070,26,F,TEFL,Advanced,Draft,Linguistic,2.82,18.4,1,0
P070,26,F,TEFL,Advanced,Draft,Strategic,3.37,18.4,1,0
P070,26,F,TEFL,Advanced,Draft,Critical,3.13,18.4,1,0
P070,26,F,TEFL,Advanced,Edit,Linguistic,3.96,18.4,2,1
P070,26,F,TEFL,Advanced,Edit,Strategic,3.52,18.4,2,1
P070,26,F,TEFL,Advanced,Edit,Critical,3.36,18.4,2,1
P071,20,F,TEFL,Upper-Intermediate,Pre,Linguistic,4.19,20.0,0,-1
P071,20,F,TEFL,Upper-Intermediate,Pre,Strategic,3.43,20.0,0,-1
P071,20,F,TEFL,Upper-Intermediate,Pre,Critical,2.93,20.0,0,-1
P071,20,F,TEFL,Upper-Intermediate,Draft,Linguistic,3.86,20.0,1,0
P071,20,F,TEFL,Upper-Intermediate,Draft,Strategic,3.87,20.0,1,0
P071,20,F,TEFL,Upper-Intermediate,Draft,Critical,2.87,20.0,1,0
P071,20,F,TEFL,Upper-Intermediate,Edit,Linguistic,3.75,20.0,2,1
P071,20,F,TEFL,Upper-Intermediate,Edit,Strategic,4.0,20.0,2,1
P071,20,F,TEFL,Upper-Intermediate,Edit,Critical,3.82,20.0,2,1
P072,22,M,TEFL,Advanced,Pre,Linguistic,2.51,18.07,0,-1
P072,22,M,TEFL,Advanced,Pre,Strategic,2.42,18.07,0,-1
P072,22,M,TEFL,Advanced,Pre,Critical,3.09,18.07,0,-1
P072,22,M,TEFL,Advanced,Draft,Linguistic,3.4,18.07,1,0
P072,22,M,TEFL,Advanced,Draft,Strategic,3.55,18.07,1,0
P072,22,M,TEFL,Advanced,Draft,Critical,3.31,18.07,1,0
P072,22,M,TEFL,Advanced,Edit,Linguistic,2.6,18.07,2,1
P072,22,M,TEFL,Advanced,Edit,Strategic,2.83,18.07,2,1
P072,22,M,TEFL,Advanced,Edit,Critical,3.04,18.07,2,1
P073,22,M,English Literature,Intermediate,Pre,Linguistic,3.37,20.0,0,-1
P073,22,M,English Literature,Intermediate,Pre,Strategic,3.9,20.0,0,-1
P073,22,M,English Literature,Intermediate,Pre,Critical,3.58,20.0,0,-1
P073,22,M,English Literature,Intermediate,Draft,Linguistic,3.75,20.0,1,0
P073,22,M,English Literature,Intermediate,Draft,Strategic,3.91,20.0,1,0
P073,22,M,English Literature,Intermediate,Draft,Critical,3.39,20.0,1,0
P073,22,M,English Literature,Intermediate,Edit,Linguistic,3.96,20.0,2,1
P073,22,M,English Literature,Intermediate,Edit,Strategic,3.77,20.0,2,1
P073,22,M,English Literature,Intermediate,Edit,Critical,2.96,20.0,2,1
P074,29,F,TEFL,Upper-Intermediate,Pre,Linguistic,3.23,17.29,0,-1
P074,29,F,TEFL,Upper-Intermediate,Pre,Strategic,3.06,17.29,0,-1
P074,29,F,TEFL,Upper-Intermediate,Pre,Critical,3.03,17.29,0,-1
P074,29,F,TEFL,Upper-Intermediate,Draft,Linguistic,3.51,17.29,1,0
P074,29,F,TEFL,Upper-Intermediate,Draft,Strategic,3.37,17.29,1,0
P074,29,F,TEFL,Upper-Intermediate,Draft,Critical,3.36,17.29,1,0
P074,29,F,TEFL,Upper-Intermediate,Edit,Linguistic,3.4,17.29,2,1
P074,29,F,TEFL,Upper-Intermediate,Edit,Strategic,3.51,17.29,2,1
P074,29,F,TEFL,Upper-Intermediate,Edit,Critical,2.15,17.29,2,1
P075,27,M,Translation Studies,Intermediate,Pre,Linguistic,2.79,18.75,0,-1
P075,27,M,Translation Studies,Intermediate,Pre,Strategic,2.29,18.75,0,-1
P075,27,M,Translation Studies,Intermediate,Pre,Critical,1.94,18.75,0,-1
P075,27,M,Translation Studies,Intermediate,Draft,Linguistic,2.43,18.75,1,0
P075,27,M,Translation Studies,Intermediate,Draft,Strategic,1.93,18.75,1,0
P075,27,M,Translation Studies,Intermediate,Draft,Critical,2.19,18.75,1,0
P075,27,M,Translation Studies,Intermediate,Edit,Linguistic,2.68,18.75,2,1
P075,27,M,Translation Studies,Intermediate,Edit,Strategic,1.91,18.75,2,1
P075,27,M,Translation Studies,Intermediate,Edit,Critical,2.59,18.75,2,1
